Org,Country,URL,InDB?,LinkedIn,LinkedIn Job Count,Address,Phone number,Country,Language,Contact Form,Company Email Address,Domain Admin,Domain Technical,Team Member - Email,Other Link,Date,Person name
"Federal College of Animal Health and Production Technology, Vom",Nigeria,,,,,,,,,,,,,,,,
Sukromne gymnazium Futurum Kosice,Slovakia,,,,,,,,,,,,,,,,
Tsofen-High Technology Centers,Israel,,,,,,,,,,,,,,,,
IES Francesc Vidal i Barraquer,Spain,,,,,,,,,,,,,,,,
IES Marianao,Spain,,,,,,,,,,,,,,,,
Dialogue Computer Institute Kaduna,Nigeria,,,,,,,,,,,,,,,,
Zespół Szkół Teleinformatycznych i Elektronicznych,Poland,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, DHARAMPUR",India,,,,,,,,,,,,,,,,
Politeknik META Industri Cikarang,Indonesia,,,,,,,,,,,,,,,,
Instituto de Educación Superior Tecnológico Público José María Arguedas,Peru,,,,,,,,,,,,,,,,
Haute école d'ingénierie et d'architectures de Fribourg,Switzerland,,,,,,,,,,,,,,,,
IES JOSE PLANES,Spain,,,,,,,,,,,,,,,,
26_ESKISEHIR,Turkey,,,,,,,,,,,,,,,,
Instituto Tecnológico Superior de Zacatecas Occidente,Mexico,,,,,,,,,,,,,,,,
Global University,Lebanon,,,,,,,,,,,,,,,,
"Liceul Teoretic ""Independenta"" Calafat",Romania,,,,,,,,,,,,,,,,
ASCITECH,Democratic Republic of the Congo,,,,,,,,,,,,,,,,
National Univeristy of Lesotho,Lesotho,,,,,,,,,,,,,,,,
Liceum Ogolnoszktalcace im. Prusa w Skierniewicach,Poland,,,,,,,,,,,,,,,,
Universidad Tecnológica Israel,Ecuador,,,,,,,,,,,,,,,,
Instituto Profesional Santo Tomas - Sede San Joaquín,Chile,,,,,,,,,,,,,,,,
Instituto Politécnico Loyola,Dominican Republic,,,,,,,,,,,,,,,,
Instituto Tecnológico de Comitan,Mexico,,,,,,,,,,,,,,,,
"Vysoká škola Karla Engliše, a.s.",Czechia,,,,,,,,,,,,,,,,
Universidad Tecnológica de El Salvador,El Salvador,,,,,,,,,,,,,,,,
Soma Fatma Aliye Mesleki ve Teknik Anadolu Lisesi,Turkey,,,,,,,,,,,,,,,,
ista ntic 2 settat,Morocco,,,,,,,,,,,,,,,,
ИТ-Академия г.Набережные Челны,Russia,,,,,,,,,,,,,,,,
DONBOSCO,Cambodia,,,,,,,,,,,,,,,,
Universidad Latina de Costa Rica,Costa Rica,,,,,,,,,,,,,,,,
Institucion Educativa Guayllabamba,Ecuador,,,,,,,,,,,,,,,,
Charlotte Amalie High School,U.S. Virgin Islands,,,,,,,,,,,,,,,,
UIN Sunan Gunung Djati Bandung,Indonesia,,,,,,,,,,,,,,,,
"ГБПОУ МО ""Раменский колледж""",Russia,,,,,,,,,,,,,,,,
Kolegium Miejskie Centrum Kształcenia Ustawicznego w Gdyni,Poland,,,,,,,,,,,,,,,,
Universidad Tecnológica del Perú -UTP,Peru,,,,,,,,,,,,,,,,
Fundación SOS para la Paz Universal,Costa Rica,,,,,,,,,,,,,,,,
Lycée polyvalent Frédéric Fays,France,,,,,,,,,,,,,,,,
Corporación Red Nacional Académica de Tecnología Avanzada-RENATA,Colombia,,,,,,,,,,,,,,,,
CESI OUEST,France,,,,,,,,,,,,,,,,
LTP ICOF,France,,,,,,,,,,,,,,,,
Universidad Jean Piaget,Mexico,,,,,,,,,,,,,,,,
Zespół Szkół Rolniczych Centrum Kształcenia Praktycznego w Grodkowie,Poland,,,,,,,,,,,,,,,,
LIBERTADORES DE AMÉRICA DE PITUMARCA,Peru,,,,,,,,,,,,,,,,
SENA-TOLIMA-INDUSTRIA,Colombia,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, DABHOI",India,,,,,,,,,,,,,,,,
D-FI SA,Switzerland,,,,,,,,,,,,,,,,
23_ELAZIG,Turkey,,,,,,,,,,,,,,,,
Universidad Valle del Momboy,Venezuela,,,,,,,,,,,,,,,,
Ugra state university,Russia,,,,,,,,,,,,,,,,
SKH St. Benedict's School,Hong Kong,,,,,,,,,,,,,,,,
Proyecto Universidad Empresa,Spain,,,,,,,,,,,,,,,,
Le Bon Sauveur - IDF,France,,,,,,,,,,,,,,,,
Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Turkey,,,,,,,,,,,,,,,,
I.E.S. Narcis Monturiol,Spain,,,,,,,,,,,,,,,,
"Govt.Polytechnic, tekkali, Srikakulam(Dist.)",India,,,,,,,,,,,,,,,,
Zespol Szkol Rolniczych,Poland,,,,,,,,,,,,,,,,
Heritage High School,United States,,,,,,,,,,,,,,,,
Jerusalem College of Technology,Israel,,,,,,,,,,,,,,,,
TDM/IFT,Mozambique,,,,,,,,,,,,,,,,
DuocUC Sede Plaza Norte,Chile,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, GOTRI (VADODARA )",India,,,,,,,,,,,,,,,,
School 1347,Russia,,,,,,,,,,,,,,,,
KiBO Foundation,Uganda,,,,,,,,,,,,,,,,
Red River Technology LLC,United States,,,,,,,,,,,,,,,,
76_IGDIR,Turkey,,,,,,,,,,,,,,,,
Universidad Tecnológica de Aguascalientes,Mexico,,,,,,,,,,,,,,,,
Mid Michigan College,United States,,,,,,,,,,,,,,,,
IES Los Albares,Spain,,,,,,,,,,,,,,,,
ASDL,Portugal,,,,,,,,,,,,,,,,
Lewiston Regional Technical Center,United States,,,,,,,,,,,,,,,,
Umaru Ali Shinkafi Polytechnic Sokoto,Nigeria,,,,,,,,,,,,,,,,
FHGR,Switzerland,,,,,,,,,,,,,,,,
SkillZone ELIS,Italy,,,,,,,,,,,,,,,,
Information Engineering College of Jinhua Professional & Technical College,China,,,,,,,,,,,,,,,,
Lewis and Clark Community College,United States,,,,,,,,,,,,,,,,
"Universidad Católica de El Salvador, Santa Ana",El Salvador,,,,,,,,,,,,,,,,
Zespół Szkół Powiatowych w Przasnyszu,Poland,,,,,,,,,,,,,,,,
CIFP Rodolfo Ucha Piñeiro,Spain,,,,,,,,,,,,,,,,
"School of Information Technology, Eastern Asia University",Thailand,,,,,,,,,,,,,,,,
Stadtteilschule Wilhelmsburg,Germany,,,,,,,,,,,,,,,,
Glens Falls City Schools,United States,,,,,,,,,,,,,,,,
Ellenville Central School District,United States,,,,,,,,,,,,,,,,
Richwoods Community High School,United States,,,,,,,,,,,,,,,,
Zespol Szkol Transportowo - Komunikacyjnych,Poland,,,,,,,,,,,,,,,,
UNIDAD EDUCATIVA DR. TRAJANO NARANJO ITURRALDE,Ecuador,,,,,,,,,,,,,,,,
Zespol Szkol Nr 2 im. Jana Pawla II w Miechowie,Poland,,,,,,,,,,,,,,,,
Nevinnomissk Gymnasium #10 LIK,Russia,,,,,,,,,,,,,,,,
Berufsbildungszentrum Schaffhausen,Switzerland,,,,,,,,,,,,,,,,
Yejj,Cambodia,,,,,,,,,,,,,,,,
ABES Engineering College,India,,,,,,,,,,,,,,,,
Copperas Cove High School,United States,,,,,,,,,,,,,,,,
Centro de Capacitacion en Redes INICTEL,Peru,,,,,,,,,,,,,,,,
Beit Imreen Sec School For Boys,Palestine,,,,,,,,,,,,,,,,
Proyecto Universidad Empresa - PUE,Spain,,,,,,,,,,,,,,,,
fikriye-nüzhet bilgincan mesleki ve teknik anadolu lisesi,Turkey,,,,,,,,,,,,,,,,
ISTA AZILAL,Morocco,,,,,,,,,,,,,,,,
CTC BOCA CHICA,Dominican Republic,,,,,,,,,,,,,,,,
Innovacios Szakkepzo es Tovabbkepzo Iskola Kozpont es Gimnazium,Hungary,,,,,,,,,,,,,,,,
"Department of Computer Science and Engineering, Guangdong Peizheng College",China,,,,,,,,,,,,,,,,
FUNDACION UNIVERSITARIA JORGE TADEO LOZANO,Colombia,,,,,,,,,,,,,,,,
Kaufmännische Schulen Hanau (KSH),Germany,,,,,,,,,,,,,,,,
SenseCube,France,,,,,,,,,,,,,,,,
UPR Arecibo,Puerto Rico,,,,,,,,,,,,,,,,
Red River Technology LLC,United States,,,,,,,,,,,,,,,,
Universidad Tecnológica del Suroeste de Guanajuato,Mexico,,,,,,,,,,,,,,,,
Uganda Martyrs University,Uganda,,,,,,,,,,,,,,,,
10_BALIKESIR,Turkey,,,,,,,,,,,,,,,,
MADIDEV,Martinique,,,,,,,,,,,,,,,,
Loring Job Corps,United States,,,,,,,,,,,,,,,,
Fachhochschule Nordwestschweiz,Switzerland,,,,,,,,,,,,,,,,
Abilities Inc. at The Viscardi Center,United States,,,,,,,,,,,,,,,,
Harry S. Truman College,United States,,,,,,,,,,,,,,,,
Centre Notre Dame de Technologie (CND-Tech),Haiti,,,,,,,,,,,,,,,,
I.E.S. de Curtis,Spain,,,,,,,,,,,,,,,,
Kapi‘olani Community College,United States,,,,,,,,,,,,,,,,
คณะครุศาสตร์อุตสาหกรรม สจล.,Thailand,,,,,,,,,,,,,,,,
Orange-Ulster BOCES,United States,,,,,,,,,,,,,,,,
Waukee APEX,United States,,,,,,,,,,,,,,,,
TPDC,Uzbekistan,,,,,,,,,,,,,,,,
Baldwin Wallace University,United States,,,,,,,,,,,,,,,,
Exeter-West Greenwich High School,United States,,,,,,,,,,,,,,,,
Symbiosis Institute of Digital & Telecom Management,India,,,,,,,,,,,,,,,,
Bradley University,United States,,,,,,,,,,,,,,,,
Physics & Technology Institute NTUU KPI,Ukraine,,,,,,,,,,,,,,,,
Stavropol State Agrarian University,Russia,,,,,,,,,,,,,,,,
Dipartimento di Informatica,Italy,,,,,,,,,,,,,,,,
UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE YAKU RUMI,Ecuador,,,,,,,,,,,,,,,,
Marion County ATC,United States,,,,,,,,,,,,,,,,
Zespol Szkol im. Ojca Swietego Jana Pawla II,Poland,,,,,,,,,,,,,,,,
Thoren Innovation School Helsingborg,Sweden,,,,,,,,,,,,,,,,
Berufliche Schule in Nidda,Germany,,,,,,,,,,,,,,,,
Autry Technology Center,United States,,,,,,,,,,,,,,,,
Cambodia Academy of Digital Technology - CADT,Cambodia,,,,,,,,,,,,,,,,
Zawata Mixed Secondary School,Palestine,,,,,,,,,,,,,,,,
IES RIBERA DE CASTILLA,Spain,,,,,,,,,,,,,,,,
Keesler Air Force Base,United States,,,,,,,,,,,,,,,,
LYCEE G.CABANIS,France,,,,,,,,,,,,,,,,
Zespol Szkol Ogolnoksztalcacych w Opolu,Poland,,,,,,,,,,,,,,,,
I.E.S. Castilla La Mancha,Spain,,,,,,,,,,,,,,,,
Asian Institute of Maritime Studies,Philippines,,,,,,,,,,,,,,,,
ECPI University Northern Virginia,United States,,,,,,,,,,,,,,,,
Howard Community College,United States,,,,,,,,,,,,,,,,
Brooklyn STEAM Center 33K891,United States,,,,,,,,,,,,,,,,
Levy County Public Library System,United States,,,,,,,,,,,,,,,,
Moscow ORT Technlogy School (School #1540),Russia,,,,,,,,,,,,,,,,
Politeknik Negeri Malang,Indonesia,,,,,,,,,,,,,,,,
ITQA Sprint 61 Test Academy,United States,,,,,,,,,,,,,,,,
Kituo Cha Kompyuta Cha Chuo Kikuu Cha Dar es Salaam,Tanzania,,,,,,,,,,,,,,,,
Centro de Excelencia Tampico,Mexico,,,,,,,,,,,,,,,,
BUGEMA UNIVERSITY,Uganda,,,,,,,,,,,,,,,,
09_AYDIN,Turkey,,,,,,,,,,,,,,,,
Universidad Politécnica de Aguascalientes,Mexico,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, PADARA",India,,,,,,,,,,,,,,,,
Association Juvenis Animare,France,,,,,,,,,,,,,,,,
Information and Mass Communication Institute of Ho Chi Minh City,Vietnam,,,,,,,,,,,,,,,,
Schweizerisch Technische Fachschule Winterthur,Switzerland,,,,,,,,,,,,,,,,
Bay Village City School District,United States,,,,,,,,,,,,,,,,
SkillZone Northeastern University,United States,,,,,,,,,,,,,,,,
Halozati Tudas Terjeszteseert Programiroda Alapitvany,Hungary,,,,,,,,,,,,,,,,
I.E.S. ANTON LOSADA DIEGUEZ,Spain,,,,,,,,,,,,,,,,
SOŠ IT Ostrovského 1,Slovakia,,,,,,,,,,,,,,,,
Szkoła Computer College,Poland,,,,,,,,,,,,,,,,
H.Education,Germany,,,,,,,,,,,,,,,,
Sussex County Technical School,United States,,,,,,,,,,,,,,,,
Çağdaş Yaşamı Destekleme Derneği,Turkey,,,,,,,,,,,,,,,,
Secretaria de Gobernacion,Mexico,,,,,,,,,,,,,,,,
Ivy Tech Community College-ITC,United States,,,,,,,,,,,,,,,,
Alexandrovsky Agricultural College,Russia,,,,,,,,,,,,,,,,
"Universidad Tecnológica de México, Campus Querétaro",Mexico,,,,,,,,,,,,,,,,
Universidad Tecnológica El Retoño,Mexico,,,,,,,,,,,,,,,,
Universidad Tecnológica de San Luis Potosí,Mexico,,,,,,,,,,,,,,,,
Konawaena High School,United States,,,,,,,,,,,,,,,,
UNIVERSIDAD POLITECNICA DE HUATUSCO,Mexico,,,,,,,,,,,,,,,,
St.-Gotthard-Gymnasium Niederalteich,Germany,,,,,,,,,,,,,,,,
SENATI - Sede Luis Cáceres Graziani,Peru,,,,,,,,,,,,,,,,
IT valdkonna juhtõpetaja,Estonia,,,,,,,,,,,,,,,,
Al Masakin Secondary School,Palestine,,,,,,,,,,,,,,,,
Institut Universitaire de Technologie,France,,,,,,,,,,,,,,,,
ESCUELA PROFESIONAL LA SALLE PATERNA,Spain,,,,,,,,,,,,,,,,
IGBINEDION UNIVERSITY OKADA,Nigeria,,,,,,,,,,,,,,,,
Osbourn High School,United States,,,,,,,,,,,,,,,,
Coventry High School,United States,,,,,,,,,,,,,,,,
INS Rambla Prim,Spain,,,,,,,,,,,,,,,,
Louisiana Delta Community College,United States,,,,,,,,,,,,,,,,
Rajamangala University of Technology Lanna Chiangrai,Thailand,,,,,,,,,,,,,,,,
Zespół Szkół Ponadgimnazjalnych nr 2,Poland,,,,,,,,,,,,,,,,
Jomo Kenyatta University of Agriculture & Technology,Kenya,,,,,,,,,,,,,,,,
Universidad del Este,Puerto Rico,,,,,,,,,,,,,,,,
Adigrat University,Ethiopia,,,,,,,,,,,,,,,,
Malang State University,Indonesia,,,,,,,,,,,,,,,,
Collège Nelson Mandela-IDF,France,,,,,,,,,,,,,,,,
"Politeknik Mersing, Johor",Malaysia,,,,,,,,,,,,,,,,
Schenectady County Community College,United States,,,,,,,,,,,,,,,,
Grover Cleveland High School,United States,,,,,,,,,,,,,,,,
Robert Morris University,United States,,,,,,,,,,,,,,,,
44_MALATYA,Turkey,,,,,,,,,,,,,,,,
Đại Học Khoa Học Tự Nhiên TP HCM,Vietnam,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, PARDI",India,,,,,,,,,,,,,,,,
ZLI Zürcher Lehrbetriebsverband ICT,Switzerland,,,,,,,,,,,,,,,,
Universidad Francisco Marroquín,Guatemala,,,,,,,,,,,,,,,,
SkillZone DVX-DeVry,United States,,,,,,,,,,,,,,,,
UNIVERSIDAD ECCI,Colombia,,,,,,,,,,,,,,,,
Mugdha testing,United States,,,,,,,,,,,,,,,,
IES Armando Cotarelo Valledor,Spain,,,,,,,,,,,,,,,,
Cisco ITQ Center,United States,,,,,,,,,,,,,,,,
HTTP Alapítvány,Hungary,,,,,,,,,,,,,,,,
Jonathan Dayton High School,United States,,,,,,,,,,,,,,,,
H.Education,Germany,,,,,,,,,,,,,,,,
Deutsche Angestellten-Akademie GmbH,Germany,,,,,,,,,,,,,,,,
UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MEDELLIN,Colombia,,,,,,,,,,,,,,,,
UNIVERSIDAD NACIONAL TECNOLOGICA DE LIMA SUR,Peru,,,,,,,,,,,,,,,,
"DELTA-Střední škola informatiky a ekonomie, Základní škola a Mateřská škola s.r.o.",Czechia,,,,,,,,,,,,,,,,
MOHE 26- Egyptian E-Learning University,Egypt,,,,,,,,,,,,,,,,
IT-лицей КФУ,Russia,,,,,,,,,,,,,,,,
Pattukkottai Polytechnic Society,India,,,,,,,,,,,,,,,,
Vanguard Tech Center,United States,,,,,,,,,,,,,,,,
Stavropol College of Communication - academy for children with disabilities,Russia,,,,,,,,,,,,,,,,
Kaho Sogo high school,Japan,,,,,,,,,,,,,,,,
Dilley ISD,United States,,,,,,,,,,,,,,,,
Rawhi Malhas Basic School For Boys,Palestine,,,,,,,,,,,,,,,,
Zespół Szkół Technicznych i Ogólnokształcących Nr 2,Poland,,,,,,,,,,,,,,,,
Staatliche Berufsschule Lauingen,Germany,,,,,,,,,,,,,,,,
Universidad Tecnologica de Torreon,Mexico,,,,,,,,,,,,,,,,
AKTOBE KAZAKH-TURKISH HIGH SCHOOL,Kazakhstan,,,,,,,,,,,,,,,,
INS Castell del Quer error,Spain,,,,,,,,,,,,,,,,
Stonewall Jackson High School,United States,,,,,,,,,,,,,,,,
Instituto de Educación Superior Tecnológico IDAT,Peru,,,,,,,,,,,,,,,,
Spectrum High School,United States,,,,,,,,,,,,,,,,
Institut Universitaire de Technologie,France,,,,,,,,,,,,,,,,
ES-MIT,Chad,,,,,,,,,,,,,,,,
كلية الحرس السلطاني العماني التقنية,Oman,,,,,,,,,,,,,,,,
Jesuïtes Educació El Clot,Spain,,,,,,,,,,,,,,,,
Birzeit University,Palestine,,,,,,,,,,,,,,,,
Moscow College of Communications #54,Russia,,,,,,,,,,,,,,,,
PUE,Spain,,,,,,,,,,,,,,,,
Instituto Tecnológico Superior de Comalcalco,Mexico,,,,,,,,,,,,,,,,
Bath High School,United States,,,,,,,,,,,,,,,,
Curtin University Malaysia,Malaysia,,,,,,,,,,,,,,,,
Universidad Tecnológica Bilingüe Internacional y Sustentable de Puebla,Mexico,,,,,,,,,,,,,,,,
43_KUTAHYA,Turkey,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, SAVALI",India,,,,,,,,,,,,,,,,
Jiaozuo Teachers College,China,,,,,,,,,,,,,,,,
Centro Plurilingüe Liceo La Paz,Spain,,,,,,,,,,,,,,,,
Heig-vd,Switzerland,,,,,,,,,,,,,,,,
US Navy Information Domiance Systems Command-Space and Naval Warfare,United States,,,,,,,,,,,,,,,,
SkillZone North Carolina AT&T,United States,,,,,,,,,,,,,,,,
Augsburg,Germany,,,,,,,,,,,,,,,,
CECI354-HA de Jicaral,Costa Rica,,,,,,,,,,,,,,,,
Tsinghua University,China,,,,,,,,,,,,,,,,
Sukromne gymnazium Dneperska 1,Slovakia,,,,,,,,,,,,,,,,
Atid Technological College,Israel,,,,,,,,,,,,,,,,
UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MEDELLIN,Colombia,,,,,,,,,,,,,,,,
Ivy Tech Community College-Lawrenceburg,United States,,,,,,,,,,,,,,,,
Siam 1838 Local,Italy,,,,,,,,,,,,,,,,
Nevinnomyssk Agrotechnological College,Russia,,,,,,,,,,,,,,,,
Terra State Community College,United States,,,,,,,,,,,,,,,,
Jackson College,United States,,,,,,,,,,,,,,,,
lathamathavan polytechnic college,India,,,,,,,,,,,,,,,,
Renaissance High School,United States,,,,,,,,,,,,,,,,
Columbia High School,United States,,,,,,,,,,,,,,,,
Zespół Szkół Ponadpodstawowych nr 1 w Zamościu,Poland,,,,,,,,,,,,,,,,
ISPARTA İMKB MESLEKİ VE TEKNİK ANADOLU LİSESİ,Turkey,,,,,,,,,,,,,,,,
QA Test Academy 11092016,United States,,,,,,,,,,,,,,,,
Somerset County Technology Center Academy,United States,,,,,,,,,,,,,,,,
Simplon Occitanie,France,,,,,,,,,,,,,,,,
Masqat Co-educational Sec School,Palestine,,,,,,,,,,,,,,,,
Zespol Szkol i Placowek Oswiatowych,Poland,,,,,,,,,,,,,,,,
Learning Institute e.V. der BBS Lingen,Germany,,,,,,,,,,,,,,,,
Universidad Tecnológica Metropolitana,Mexico,,,,,,,,,,,,,,,,
UNIVERSIDAD AUTONOMA DEL PERU - CA,Peru,,,,,,,,,,,,,,,,
NVCC - Manassas Campus,United States,,,,,,,,,,,,,,,,
CTC Villa Altagracia,Dominican Republic,,,,,,,,,,,,,,,,
Lead Privacy Testorg,United States,,,,,,,,,,,,,,,,
Institut Supérieur de Mathématiques Appliquées et d'Informatique de Kairouan,Tunisia,,,,,,,,,,,,,,,,
INS ANNA GIRONELLA DE MUNDET,Spain,,,,,,,,,,,,,,,,
International Information Technology Academy ITHub,Russia,,,,,,,,,,,,,,,,
AKADEMI PROFESIONAL KOSAS,Malaysia,,,,,,,,,,,,,,,,
Colegio de Bachilleres del Estado de Quintana Roo Cancún 1,Mexico,,,,,,,,,,,,,,,,
Computer Academy Step - Zaporizhzhya,Ukraine,,,,,,,,,,,,,,,,
NURMAKOV SCHOOL,Kazakhstan,,,,,,,,,,,,,,,,
Kolej Kemahiran Tinggi MARA Ledang,Malaysia,,,,,,,,,,,,,,,,
Kien Giang Academy,Vietnam,,,,,,,,,,,,,,,,
CREDIS Constanta,Romania,,,,,,,,,,,,,,,,
41_KOCAELI,Turkey,,,,,,,,,,,,,,,,
Monroe Community College,United States,,,,,,,,,,,,,,,,
Sri Sunflower College of Engineering & Technology 2nd Shift Polytechnic,India,,,,,,,,,,,,,,,,
Walla Walla Community College,United States,,,,,,,,,,,,,,,,
Schenectady High School,United States,,,,,,,,,,,,,,,,
Software College of Henan Polytechnic University,China,,,,,,,,,,,,,,,,
"INDUSTRIAL TRAINING INSTITUTE, VAGHODIYA",India,,,,,,,,,,,,,,,,
Zuger Techniker- und Informatikschule: zti,Switzerland,,,,,,,,,,,,,,,,
CECI149-San Luis de Santo Domingo (ADISL),Costa Rica,,,,,,,,,,,,,,,,
"RET3 Job Corp, Inc.",United States,,,,,,,,,,,,,,,,
Saarbrücken,Germany,,,,,,,,,,,,,,,,
Wilmington University,United States,,,,,,,,,,,,,,,,
Elitarne Liceum Ogólnokształcące,Poland,,,,,,,,,,,,,,,,
CNL Academy,Slovakia,,,,,,,,,,,,,,,,
Iksal school,Israel,,,,,,,,,,,,,,,,
Ivy Tech Community College-Elkhart Campus,United States,,,,,,,,,,,,,,,,
Sena Neiva,Colombia,,,,,,,,,,,,,,,,
NSCC-School of IT & CI,Canada,,,,,,,,,,,,,,,,
МОУ СОШ №12 с УИИЯ,Russia,,,,,,,,,,,,,,,,
eforhum milano,Italy,,,,,,,,,,,,,,,,
Pea Ridge School District,United States,,,,,,,,,,,,,,,,
Santa Rosa High School,United States,,,,,,,,,,,,,,,,
Makif Ariel,Israel,,,,,,,,,,,,,,,,
Velammal College of Engineering and Technology,India,,,,,,,,,,,,,,,,
Buimer school,Ukraine,,,,,,,,,,,,,,,,
Instituto Tecnológico de Culiacan,Mexico,,,,,,,,,,,,,,,,
Institut Maghrebin des Sciences Economiques et de Technologie,Tunisia,,,,,,,,,,,,,,,,
BMSZC Trefort Ágoston Két Tanítási Nyelvű Technikum,Hungary,,,,,,,,,,,,,,,,
Berufsbildende Schulen Lingen Technik und Gestaltung,Germany,,,,,,,,,,,,,,,,
Biet Forek Secondary School for Boys,Palestine,,,,,,,,,,,,,,,,
Watkins Memorial High School,United States,,,,,,,,,,,,,,,,
Gimnazjum nr 1 z Oddzialami Dwujezycznymi im. W. Korfantego w Myslowicach,Poland,,,,,,,,,,,,,,,,
乌鲁木齐职业大学,China,,,,,,,,,,,,,,,,
Desert Sands Charter High School,United States,,,,,,,,,,,,,,,,
UNIVERSIDAD PRIVADA NORBERT WIENER,Peru,,,,,,,,,,,,,,,,
Souderton Area High School,United States,,,,,,,,,,,,,,,,
CTC Juan de Herrera,Dominican Republic,,,,,,,,,,,,,,,,
Специализированный лицей информационных технологий,Kazakhstan,,,,,,,,,,,,,,,,
IESO Mar de Castilla,Spain,,,,,,,,,,,,,,,,
Al-Quds University,GZ,,,,,,,,,,,,,,,,
Politeknik Kota Malang,Indonesia,,,,,,,,,,,,,,,,
Associação CCG/ZGDV - Centro de Computação Gráfica (CCG),Portugal,,,,,,,,,,,,,,,,
Intecap Escuintla 1,Guatemala,,,,,,,,,,,,,,,,
College Multihexa,Canada,,,,,,,,,,,,,,,,
Odesa National Academy of Telecommunications,Ukraine,,,,,,,,,,,,,,,,
Politeknik Mukah Sarawak,Malaysia,,,,,,,,,,,,,,,,
Panstwowa Wyzsza Szkola Zawodowa w Krosnie,Poland,,,,,,,,,,,,,,,,
ITI VAPI,India,,,,,,,,,,,,,,,,
济源职业技术学院,China,,,,,,,,,,,,,,,,
"Institut Latihan Perindustrian Miri, Sarawak",Malaysia,,,,,,,,,,,,,,,,
Yeshivat Bnei Akiva Yad Avraham,Israel,,,,,,,,,,,,,,,,
Riverside College,Canada,,,,,,,,,,,,,,,,
BTCFS Yeung Yat Lam Memorial School,Hong Kong,,,,,,,,,,,,,,,,
CECI162-UNED Limón,Costa Rica,,,,,,,,,,,,,,,,
School of Computer Science，Wuyi University,China,,,,,,,,,,,,,,,,
Customer Experience Academy Americas,Mexico,,,,,,,,,,,,,,,,
Stuttgart,Germany,,,,,,,,,,,,,,,,
DoDEA/Belgium-SHAPE High School,United States,,,,,,,,,,,,,,,,
Ivy Tech Community College-Warsaw,United States,,,,,,,,,,,,,,,,
"Vzdelavaci institut, elfa, s.r.o.",Slovakia,,,,,,,,,,,,,,,,
Colegio Tecnico Profesional De Flores,Costa Rica,,,,,,,,,,,,,,,,
Sentinel Career Center,United States,,,,,,,,,,,,,,,,
Kemp High School,United States,,,,,,,,,,,,,,,,
North Ossetian State University,Russia,,,,,,,,,,,,,,,,
Kauai Community College,United States,,,,,,,,,,,,,,,,
eForHum Corsi e Certificazioni,Italy,,,,,,,,,,,,,,,,
Kamaraj College of Engineering and Technology(AUTONOMOUS),India,,,,,,,,,,,,,,,,
Berufsbildende Schulen Lingen Technik und Gestaltung,Germany,,,,,,,,,,,,,,,,
Empire College School of Business,United States,,,,,,,,,,,,,,,,
Paragon International University,Cambodia,,,,,,,,,,,,,,,,
Lycee Saint Joseph,France,,,,,,,,,,,,,,,,
Information System Institute ISI,Egypt,,,,,,,,,,,,,,,,
Instituto Tecnologico Superior de la Sierra Norte de Puebla,Mexico,,,,,,,,,,,,,,,,
SENATI - Sede Independencia,Peru,,,,,,,,,,,,,,,,
Om Habibeh Foundation (Continuing Education Center),Egypt,,,,,,,,,,,,,,,,
CTC Jimaní,Dominican Republic,,,,,,,,,,,,,,,,
Yonkers YMCA,United States,,,,,,,,,,,,,,,,
Porter High School,United States,,,,,,,,,,,,,,,,
Maddex Academy,Egypt,,,,,,,,,,,,,,,,
Proyecto Universidad Empresa - IES,Spain,,,,,,,,,,,,,,,,
AUK Training and Development Institute,Kosovo,,,,,,,,,,,,,,,,
Allen ISD,United States,,,,,,,,,,,,,,,,
IEFP L-EFAM,Portugal,,,,,,,,,,,,,,,,
Prince George's County Memorial Library System,United States,,,,,,,,,,,,,,,,
Universidad Politécnica de Quintana Roo,Mexico,,,,,,,,,,,,,,,,
Cary High School,United States,,,,,,,,,,,,,,,,
Pusat Pengembangan Penataran dan Guru Teknologi Malang,Indonesia,,,,,,,,,,,,,,,,
University of Maine at Augusta,United States,,,,,,,,,,,,,,,,
NETSCHOOL-TECNOLOGIA E FORMAZIONE,Italy,,,,,,,,,,,,,,,,
"MAHILA INDUSTRIAL TRAINING INSTITUTE, ANAND",India,,,,,,,,,,,,,,,,
Preparatoria Politécnica de Santa Catarina,Mexico,,,,,,,,,,,,,,,,
Liceul Tehnologic Vasile Sav,Romania,,,,,,,,,,,,,,,,
South China Agricultural University,China,,,,,,,,,,,,,,,,
CECI289-ADI Santa Elena,Costa Rica,,,,,,,,,,,,,,,,
Confucius Hall Secondary School,Hong Kong,,,,,,,,,,,,,,,,
Berufsfachschule BBB,Switzerland,,,,,,,,,,,,,,,,
